0	7	14	21	28	35	42	49	56	63	70	77	84	91	98	105	112	119	126	133	140	147	154	161	168
-0.226145715	-0.48935163	-0.194302917	0.117823578	0.314825147	0.321603924	0.194481477	0.138713703	0.073111847	-0.049709898	-0.16395767	-0.280459315	-0.31760782	-0.256217092	-0.09741164	0.049321972	0.211978301	0.219179496	0.175704792	0.122270674	0.115098387	-0.049235422	0.008575343	-0.062214427	-0.095322609
0.123206556	0.192522049	0.216931507	0.064098463	-0.009378933	-0.209696055	-0.263121754	-0.208617449	-0.16375272	-0.056551766	0.07504651	0.217687249	0.353123486	0.257708758	0.191703245	0.04590328	-0.011547746	-0.107825376	-0.131695882	-0.181511551	-0.106835716	0.067590281	-0.01932358	0.059480839	0.102697447
0.056731783	-0.130474046	-0.057801202	-0.08394818	-0.121930361	-0.078767568	-0.071268469	-0.017086471	0.089605622	0.178119943	0.307068944	0.339234054	0.390077591	0.116019361	0.068009429	-0.021260897	-0.058506835	-0.162057221	-0.174663141	-0.008948153	0.076471366	0.028013602	0.190401122	0.233285889	0.192837611
-0.166267484	-0.285168648	-0.245945111	-0.280287653	-0.296693564	-0.290705055	-0.318486422	-0.195058376	-0.113867804	0.066337735	0.285007805	0.357498825	0.399396956	0.275596499	0.199155524	0.052620776	-0.100592844	-0.20743157	-0.273065418	-0.222611353	-0.070438862	-9.78E-05	0.200644687	0.199359357	0.201525465
-0.151708722	-0.197372332	-0.119967543	-0.042017855	0.078117773	0.176958337	0.170834616	0.163083211	0.140091255	0.128169268	0.100037225	-0.052903231	-0.13410306	-0.08236701	-0.02376092	-0.021504568	-0.007797344	0.024557091	0.066175461	0.069183014	0.143301353	0.068930544	0.009159752	-0.036088802	-0.023373934
-0.094301336	-0.02236641	-0.034780473	-0.040102784	-0.003916082	0.128607571	0.218444511	0.133264214	0.253175944	0.147965804	0.144296661	0.011070109	-0.057576135	-0.118815549	-0.133777782	-0.081373595	0.058800552	0.076253466	0.12722005	0.188528553	0.224039674	0.122611098	0.150710881	0.10736011	0.012353202
-0.286060244	-0.440863073	-0.395756066	-0.400899947	-0.378391624	-0.287047416	-0.184085801	-0.03517504	0.095329255	0.223473564	0.283058763	0.315777421	0.457971305	0.198999807	0.001985722	-0.119934209	-0.166893646	-0.201470733	-0.151838765	-0.059942652	0.151609808	0.010514697	0.138038039	0.109222934	0.13023667
-0.399786085	-0.22152178	-0.216651037	-0.156808168	0.003095671	0.023287524	0.053310894	0.158517152	0.085350514	0.036295176	-0.019680345	-0.190252513	-0.378121257	-0.362227529	-0.23738502	-0.081399731	0.021767162	0.061238669	0.06790743	0.077448718	-0.298520148	-0.06167794	-0.076156296	-0.25679934	-0.279710025
-0.196803585	-0.42359674	0.032602124	0.347339958	0.50293982	0.44622469	0.264505565	0.058803264	-0.061133862	-0.198709697	-0.358091474	-0.541063905	-0.463738233	-0.259847641	0.034386143	0.198958814	0.214727908	0.17082046	0.027942149	-0.04566573	-0.045633439	-0.184495807	-0.148365349	-0.22976321	-0.166436821
-0.056164991	-0.002564495	-0.13650085	-0.186509579	-0.208752677	-0.223441213	-0.203710184	-0.081800461	0.04789611	0.174903125	0.277653277	0.305643231	0.219216973	0.188528255	0.016181937	-0.083726861	-0.138161942	-0.185221776	-0.184403703	-0.066477031	0.056079708	-0.165783227	0.018218923	0.010042912	0.072562166
-0.154057682	-0.140219539	0.120718733	0.332723647	0.339590401	0.199829981	0.10350354	0.010115703	0.176068679	-0.143978611	-0.140442371	-0.140176535	-0.088698916	-0.000927682	0.063681103	0.114425108	0.069193915	0.047667	0.007133814	-0.066768214	-0.04764197	-0.143146277	-0.095176458	-0.123164415	-0.122042216
-0.414105058	-0.356858164	-0.364418089	-0.277890205	-0.395466209	-0.440338433	-0.40782401	-0.250052422	-0.019013947	0.194730386	0.355501831	0.43217963	0.442899346	0.313221544	0.17949532	0.023480274	-0.128239706	-0.292829514	-0.324839711	-0.156111896	0.069307447	-0.44231984	0.027472943	-0.001472272	0.193353221
-0.655592859	-0.593882144	-0.666281581	-0.43497783	-0.15547435	-0.03910239	0.060079414	0.12812911	0.094659112	0.022284968	-0.019159606	-0.102657802	-0.182369694	-0.227490649	-0.233307466	-0.174287245	0.044292901	0.095357768	0.172347352	0.173786998	0.015799649	-0.194297373	0.069431938	-0.016251801	0.019881327
0.040712584	-0.135392815	0.134699419	0.315592319	0.413788796	0.347198933	0.256732494	0.079503119	-0.003662082	-0.015718753	-0.140144154	-0.28126356	-0.258239418	-0.141436562	-0.001487753	0.208910912	0.182947367	0.144606978	0.114768356	0.115751945	0.03940893	-0.250092566	-0.10545975	-0.172865346	-0.091894105
